Run 2787: {Accuracy: 1.00, Precision: NaN, Recall: NaN}
Run 2788: {Accuracy: 1.00, Precision: NaN, Recall: NaN}
Run 2789: {Accuracy: 0.00, Precision: NaN, Recall: NaN}
----------------520/790----------------

Run 2790: {Accuracy: 1.00, Precision: 1.00, Recall: 1.00}
Run 2791: {Accuracy: 0.00, Precision: NaN, Recall: NaN}
Run 2792: {Accuracy: 1.00, Precision: NaN, Recall: NaN}
Run 2793: {Accuracy: 1.00, Precision: NaN, Recall: NaN}
Run 2794: {Accuracy: 1.00, Precision: NaN, Recall: NaN}
Run 2795: {Accuracy: 0.00, Precision: 1.00, Recall: 1.00}
Run 2796: {Accuracy: 1.00, Precision: NaN, Recall: NaN}
Run 2797: {Accuracy: 1.00, Precision: 1.00, Recall: 1.00}
Run 2798: {Accuracy: 1.00, Precision: 1.00, Recall: 1.00}
Run 2799: {Accuracy: 1.00, Precision: NaN, Recall: NaN}
----------------528/800----------------

Run 2800: {Accuracy: 1.00, Precision: NaN, Recall: NaN}
Run 2801: {Accuracy: 1.00, Precision: NaN, Recall: NaN}
Run 2802: {Accuracy: 1.00, Precision: NaN, Recall: NaN}
Run 2803: {Accuracy: 1.00, Precision: 1.00, Recall: 1.00}
Run 2804: {Accuracy: 1.00, Precision: NaN, Recall: NaN}
Run 2805: {Accuracy: 0.00, Precision: 1.00, Recall: 1.00}
Run 2806: {Accuracy: 1.00, Precision: 1.00, Recall: 1.00}
Run 2807: {Accuracy: 1.00, Precision: NaN, Recall: NaN}
Run 2808: {Accuracy: 1.00, Precision: NaN, Recall: NaN}
Run 2809: {Accuracy: 0.00, Precision: NaN, Recall: NaN}
----------------536/810----------------

Run 2810: {Accuracy: 1.00, Precision: NaN, Recall: NaN}
Run 2811: {Accuracy: 0.00, Precision: NaN, Recall: NaN}
Run 2812: {Accuracy: 1.00, Precision: NaN, Recall: NaN}
Run 2813: {Accuracy: 1.00, Precision: NaN, Recall: NaN}
Run 2814: {Accuracy: 1.00, Precision: NaN, Recall: NaN}
Run 2815: {Accuracy: 1.00, Precision: NaN, Recall: NaN}
Run 2816: {Accuracy: 0.00, Precision: NaN, Recall: NaN}
Run 2817: {Accuracy: 0.00, Precision: NaN, Recall: NaN}
Run 2818: {Accuracy: 0.00, Precision: 0.00, Recall: NaN}
Run 2819: {Accuracy: 1.00, Precision: NaN, Recall: NaN}
----------------542/820----------------

Run 2820: {Accuracy: 1.00, Precision: 1.00, Recall: 1.00}
Run 2821: {Accuracy: 1.00, Precision: NaN, Recall: NaN}
Run 2822: {Accuracy: 0.00, Precision: NaN, Recall: NaN}
Run 2823: {Accuracy: 1.00, Precision: NaN, Recall: NaN}
Run 2824: {Accuracy: 0.00, Precision: 0.00, Recall: NaN}
Run 2825: {Accuracy: 0.00, Precision: NaN, Recall: 0.00}
Run 2826: {Accuracy: 1.00, Precision: NaN, Recall: NaN}
Run 2827: {Accuracy: 0.00, Precision: 0.00, Recall: NaN}
Run 2828: {Accuracy: 1.00, Precision: NaN, Recall: NaN}
Run 2829: {Accuracy: 0.00, Precision: NaN, Recall: NaN}
----------------547/830----------------

Run 2830: {Accuracy: 1.00, Precision: 1.00, Recall: 1.00}
Run 2831: {Accuracy: 1.00, Precision: NaN, Recall: NaN}
Run 2832: {Accuracy: 1.00, Precision: NaN, Recall: NaN}
Run 2833: {Accuracy: 0.00, Precision: NaN, Recall: NaN}
Run 2834: {Accuracy: 1.00, Precision: 1.00, Recall: 1.00}
Run 2835: {Accuracy: 1.00, Precision: 1.00, Recall: 1.00}
Run 2836: {Accuracy: 0.00, Precision: 0.00, Recall: NaN}
Run 2837: {Accuracy: 1.00, Precision: NaN, Recall: NaN}
Run 2838: {Accuracy: 0.00, Precision: 0.00, Recall: NaN}
Run 2839: {Accuracy: 0.00, Precision: 0.00, Recall: NaN}
----------------553/840----------------

Run 2840: {Accuracy: 1.00, Precision: 1.00, Recall: 1.00}
Run 2841: {Accuracy: 1.00, Precision: 1.00, Recall: 1.00}
Run 2842: {Accuracy: 0.00, Precision: NaN, Recall: NaN}
Run 2843: {Accuracy: 1.00, Precision: 1.00, Recall: 1.00}
Run 2844: {Accuracy: 1.00, Precision: 1.00, Recall: 1.00}
Run 2845: {Accuracy: 1.00, Precision: 1.00, Recall: 1.00}
Run 2846: {Accuracy: 0.00, Precision: NaN, Recall: 0.00}
Run 2847: {Accuracy: 0.00, Precision: 0.00, Recall: NaN}
Run 2848: {Accuracy: 1.00, Precision: NaN, Recall: NaN}
Run 2849: {Accuracy: 1.00, Precision: NaN, Recall: NaN}
----------------560/850----------------

Run 2850: {Accuracy: 1.00, Precision: NaN, Recall: NaN}
Run 2851: {Accuracy: 0.00, Precision: 0.00, Recall: NaN}
Run 2852: {Accuracy: 1.00, Precision: 1.00, Recall: 1.00}
Run 2853: {Accuracy: 0.00, Precision: 0.00, Recall: NaN}
Run 2854: {Accuracy: 0.00, Precision: NaN, Recall: NaN}
Run 2855: {Accuracy: 1.00, Precision: 1.00, Recall: 1.00}
Run 2856: {Accuracy: 1.00, Precision: NaN, Recall: NaN}
Run 2857: {Accuracy: 1.00, Precision: NaN, Recall: NaN}
Run 2858: {Accuracy: 1.00, Precision: NaN, Recall: NaN}
Run 2859: {Accuracy: 1.00, Precision: 1.00, Recall: 1.00}
----------------567/860----------------

Run 2860: {Accuracy: 1.00, Precision: 1.00, Recall: 1.00}
Run 2861: {Accuracy: 1.00, Precision: NaN, Recall: NaN}
Run 2862: {Accuracy: 0.00, Precision: NaN, Recall: 0.00}
Run 2863: {Accuracy: 0.00, Precision: NaN, Recall: 0.00}
Run 2864: {Accuracy: 1.00, Precision: NaN, Recall: NaN}
Run 2865: {Accuracy: 1.00, Precision: NaN, Recall: NaN}
Run 2866: {Accuracy: 1.00, Precision: NaN, Recall: NaN}
Run 2867: {Accuracy: 1.00, Precision: NaN, Recall: NaN}
Run 2868: {Accuracy: 1.00, Precision: 1.00, Recall: 1.00}
Run 2869: {Accuracy: 0.00, Precision: 0.00, Recall: NaN}
----------------574/870----------------

Run 2870: {Accuracy: 1.00, Precision: NaN, Recall: NaN}
Run 2871: {Accuracy: 1.00, Precision: NaN, Recall: NaN}
Run 2872: {Accuracy: 1.00, Precision: NaN, Recall: NaN}
Run 2873: {Accuracy: 0.00, Precision: NaN, Recall: NaN}
Run 2874: {Accuracy: 1.00, Precision: NaN, Recall: NaN}
Run 2875: {Accuracy: 0.00, Precision: 1.00, Recall: 1.00}
Run 2876: {Accuracy: 1.00, Precision: NaN, Recall: NaN}
Run 2877: {Accuracy: 1.00, Precision: NaN, Recall: NaN}
Run 2878: {Accuracy: 0.00, Precision: 1.00, Recall: 1.00}
Run 2879: {Accuracy: 1.00, Precision: NaN, Recall: NaN}
----------------581/880----------------

Run 2880: {Accuracy: 0.00, Precision: NaN, Recall: NaN}
Run 2881: {Accuracy: 1.00, Precision: 1.00, Recall: 1.00}
Run 2882: {Accuracy: 1.00, Precision: NaN, Recall: NaN}
Run 2883: {Accuracy: 0.00, Precision: NaN, Recall: NaN}
Run 2884: {Accuracy: 1.00, Precision: NaN, Recall: NaN}
Run 2885: {Accuracy: 1.00, Precision: NaN, Recall: NaN}
Run 2886: {Accuracy: 0.00, Precision: NaN, Recall: NaN}
Run 2887: {Accuracy: 1.00, Precision: 1.00, Recall: 1.00}
Run 2888: {Accuracy: 0.00, Precision: NaN, Recall: NaN}
Run 2889: {Accuracy: 1.00, Precision: 1.00, Recall: 1.00}
----------------587/890----------------

Run 2890: {Accuracy: 1.00, Precision: NaN, Recall: NaN}
Run 2891: {Accuracy: 1.00, Precision: NaN, Recall: NaN}
Run 2892: {Accuracy: 1.00, Precision: NaN, Recall: NaN}
Run 2893: {Accuracy: 1.00, Precision: 1.00, Recall: 1.00}
Run 2894: {Accuracy: 1.00, Precision: NaN, Recall: NaN}
Run 2895: {Accuracy: 1.00, Precision: NaN, Recall: NaN}
Run 2896: {Accuracy: 1.00, Precision: NaN, Recall: NaN}
Run 2897: {Accuracy: 0.00, Precision: NaN, Recall: 0.00}
Run 2898: {Accuracy: 0.00, Precision: 0.00, Recall: NaN}
Run 2899: {Accuracy: 1.00, Precision: NaN, Recall: NaN}
----------------595/900----------------

Run 2900: {Accuracy: 1.00, Precision: 1.00, Recall: 1.00}
Run 2901: {Accuracy: 1.00, Precision: NaN, Recall: NaN}
Run 2902: {Accuracy: 1.00, Precision: NaN, Recall: NaN}
Run 2903: {Accuracy: 1.00, Precision: NaN, Recall: NaN}
Run 2904: {Accuracy: 0.00, Precision: NaN, Recall: NaN}
Run 2905: {Accuracy: 1.00, Precision: NaN, Recall: NaN}
Run 2906: {Accuracy: 1.00, Precision: NaN, Recall: NaN}
Run 2907: {Accuracy: 1.00, Precision: 1.00, Recall: 1.00}
Run 2908: {Accuracy: 1.00, Precision: 1.00, Recall: 1.00}
Run 2909: {Accuracy: 1.00, Precision: NaN, Recall: NaN}
----------------604/910----------------

Run 2910: {Accuracy: 0.00, Precision: 0.00, Recall: NaN}
Run 2911: {Accuracy: 0.00, Precision: NaN, Recall: NaN}
Run 2912: {Accuracy: 1.00, Precision: 1.00, Recall: 1.00}
Run 2913: {Accuracy: 1.00, Precision: NaN, Recall: NaN}
Run 2914: {Accuracy: 1.00, Precision: NaN, Recall: NaN}
Run 2915: {Accuracy: 1.00, Precision: NaN, Recall: NaN}
Run 2916: {Accuracy: 0.00, Precision: NaN, Recall: NaN}
Run 2917: {Accuracy: 1.00, Precision: NaN, Recall: NaN}
Run 2918: {Accuracy: 1.00, Precision: NaN, Recall: NaN}
Run 2919: {Accuracy: 0.00, Precision: NaN, Recall: 0.00}
----------------610/920----------------

Run 2920: {Accuracy: 1.00, Precision: NaN, Recall: NaN}
Run 2921: {Accuracy: 1.00, Precision: NaN, Recall: NaN}
Run 2922: {Accuracy: 1.00, Precision: NaN, Recall: NaN}
Run 2923: {Accuracy: 0.00, Precision: 0.00, Recall: NaN}
Run 2924: {Accuracy: 0.00, Precision: 0.00, Recall: NaN}
Run 2925: {Accuracy: 1.00, Precision: 1.00, Recall: 1.00}
Run 2926: {Accuracy: 0.00, Precision: 0.00, Recall: NaN}
Run 2927: {Accuracy: 1.00, Precision: NaN, Recall: NaN}
Run 2928: {Accuracy: 1.00, Precision: NaN, Recall: NaN}
Run 2929: {Accuracy: 0.00, Precision: NaN, Recall: NaN}
----------------616/930----------------

Run 2930: {Accuracy: 0.00, Precision: NaN, Recall: 0.00}
Run 2931: {Accuracy: 1.00, Precision: NaN, Recall: NaN}
Run 2932: {Accuracy: 0.00, Precision: NaN, Recall: NaN}
Run 2933: {Accuracy: 0.00, Precision: NaN, Recall: NaN}
Run 2934: {Accuracy: 1.00, Precision: NaN, Recall: NaN}
Run 2935: {Accuracy: 1.00, Precision: 1.00, Recall: 1.00}
Run 2936: {Accuracy: 1.00, Precision: 1.00, Recall: 1.00}
Run 2937: {Accuracy: 1.00, Precision: NaN, Recall: NaN}
Run 2938: {Accuracy: 1.00, Precision: NaN, Recall: NaN}
Run 2939: {Accuracy: 1.00, Precision: NaN, Recall: NaN}
----------------623/940----------------

Run 2940: {Accuracy: 1.00, Precision: NaN, Recall: NaN}
Run 2941: {Accuracy: 0.00, Precision: 0.00, Recall: NaN}
Run 2942: {Accuracy: 0.00, Precision: 0.00, Recall: NaN}
Run 2943: {Accuracy: 1.00, Precision: 1.00, Recall: 1.00}
Run 2944: {Accuracy: 1.00, Precision: NaN, Recall: NaN}
Run 2945: {Accuracy: 1.00, Precision: NaN, Recall: NaN}
Run 2946: {Accuracy: 1.00, Precision: 1.00, Recall: 1.00}
Run 2947: {Accuracy: 0.00, Precision: NaN, Recall: NaN}
Run 2948: {Accuracy: 1.00, Precision: 1.00, Recall: 1.00}
Run 2949: {Accuracy: 1.00, Precision: NaN, Recall: NaN}
----------------630/950----------------

Run 2950: {Accuracy: 1.00, Precision: NaN, Recall: NaN}
Run 2951: {Accuracy: 1.00, Precision: NaN, Recall: NaN}
Run 2952: {Accuracy: 1.00, Precision: NaN, Recall: NaN}
Run 2953: {Accuracy: 1.00, Precision: NaN, Recall: NaN}
Run 2954: {Accuracy: 0.00, Precision: NaN, Recall: 0.00}
Run 2955: {Accuracy: 1.00, Precision: NaN, Recall: NaN}
Run 2956: {Accuracy: 1.00, Precision: NaN, Recall: NaN}
Run 2957: {Accuracy: 0.00, Precision: 0.00, Recall: NaN}
Run 2958: {Accuracy: 0.00, Precision: NaN, Recall: NaN}
Run 2959: {Accuracy: 0.00, Precision: 0.00, Recall: NaN}
----------------636/960----------------

Run 2960: {Accuracy: 1.00, Precision: NaN, Recall: NaN}
Run 2961: {Accuracy: 0.00, Precision: NaN, Recall: NaN}
Run 2962: {Accuracy: 0.00, Precision: NaN, Recall: NaN}
Run 2963: {Accuracy: 0.00, Precision: 0.00, Recall: NaN}
Run 2964: {Accuracy: 0.00, Precision: 0.00, Recall: NaN}
Run 2965: {Accuracy: 1.00, Precision: NaN, Recall: NaN}
Run 2966: {Accuracy: 1.00, Precision: 1.00, Recall: 1.00}
Run 2967: {Accuracy: 1.00, Precision: NaN, Recall: NaN}
Run 2968: {Accuracy: 1.00, Precision: NaN, Recall: NaN}
Run 2969: {Accuracy: 1.00, Precision: 1.00, Recall: 1.00}
----------------642/970----------------

Run 2970: {Accuracy: 1.00, Precision: NaN, Recall: NaN}
Run 2971: {Accuracy: 1.00, Precision: NaN, Recall: NaN}
Run 2972: {Accuracy: 0.00, Precision: 1.00, Recall: 1.00}
Run 2973: {Accuracy: 0.00, Precision: NaN, Recall: 0.00}
Run 2974: {Accuracy: 0.00, Precision: 1.00, Recall: 1.00}
Run 2975: {Accuracy: 1.00, Precision: NaN, Recall: NaN}
Run 2976: {Accuracy: 0.00, Precision: 1.00, Recall: 1.00}
Run 2977: {Accuracy: 1.00, Precision: NaN, Recall: NaN}
Run 2978: {Accuracy: 1.00, Precision: NaN, Recall: NaN}
Run 2979: {Accuracy: 1.00, Precision: 1.00, Recall: 1.00}
----------------648/980----------------

Run 2980: {Accuracy: 1.00, Precision: NaN, Recall: NaN}
Run 2981: {Accuracy: 1.00, Precision: 1.00, Recall: 1.00}
Run 2982: {Accuracy: 0.00, Precision: NaN, Recall: NaN}
Run 2983: {Accuracy: 1.00, Precision: NaN, Recall: NaN}
Run 2984: {Accuracy: 0.00, Precision: NaN, Recall: NaN}
Run 2985: {Accuracy: 0.00, Precision: NaN, Recall: NaN}
Run 2986: {Accuracy: 1.00, Precision: NaN, Recall: NaN}
Run 2987: {Accuracy: 1.00, Precision: NaN, Recall: NaN}
Run 2988: {Accuracy: 1.00, Precision: 1.00, Recall: 1.00}
Run 2989: {Accuracy: 0.00, Precision: NaN, Recall: 0.00}
----------------654/990----------------

Run 2990: {Accuracy: 1.00, Precision: NaN, Recall: NaN}
Run 2991: {Accuracy: 1.00, Precision: NaN, Recall: NaN}
Run 2992: {Accuracy: 0.00, Precision: NaN, Recall: NaN}
Run 2993: {Accuracy: 1.00, Precision: 1.00, Recall: 1.00}
Run 2994: {Accuracy: 0.00, Precision: NaN, Recall: NaN}
Run 2995: {Accuracy: 1.00, Precision: NaN, Recall: NaN}
Run 2996: {Accuracy: 1.00, Precision: NaN, Recall: NaN}
Run 2997: {Accuracy: 1.00, Precision: NaN, Recall: NaN}
Run 2998: {Accuracy: 0.00, Precision: NaN, Recall: NaN}
Run 2999: {Accuracy: 1.00, Precision: 1.00, Recall: 1.00}
----------------661/1000----------------

Run 3000: {Accuracy: 1.00, Precision: NaN, Recall: NaN}
Run 3001: {Accuracy: 0.00, Precision: 0.00, Recall: NaN}
Run 3002: {Accuracy: 0.00, Precision: 0.00, Recall: NaN}
Run 3003: {Accuracy: 1.00, Precision: 1.00, Recall: 1.00}
Run 3004: {Accuracy: 0.00, Precision: NaN, Recall: NaN}
Run 3005: {Accuracy: 1.00, Precision: NaN, Recall: NaN}
Run 3006: {Accuracy: 1.00, Precision: NaN, Recall: NaN}
Run 3007: {Accuracy: 1.00, Precision: NaN, Recall: NaN}
Run 3008: {Accuracy: 0.00, Precision: 0.00, Recall: NaN}
Run 3009: {Accuracy: 0.00, Precision: NaN, Recall: NaN}
----------------666/1010----------------

Run 3010: {Accuracy: 1.00, Precision: NaN, Recall: NaN}
Run 3011: {Accuracy: 1.00, Precision: NaN, Recall: NaN}
Run 3012: {Accuracy: 1.00, Precision: NaN, Recall: NaN}
Run 3013: {Accuracy: 1.00, Precision: NaN, Recall: NaN}
Run 3014: {Accuracy: 0.00, Precision: NaN, Recall: 0.00}
Run 3015: {Accuracy: 1.00, Precision: 1.00, Recall: 1.00}
Run 3016: {Accuracy: 0.00, Precision: NaN, Recall: 0.00}
Run 3017: {Accuracy: 1.00, Precision: 1.00, Recall: 1.00}
Run 3018: {Accuracy: 0.00, Precision: NaN, Recall: NaN}
Run 3019: {Accuracy: 1.00, Precision: 1.00, Recall: 1.00}
----------------673/1020----------------

Run 3020: {Accuracy: 0.00, Precision: 0.00, Recall: NaN}
Run 3021: {Accuracy: 1.00, Precision: NaN, Recall: NaN}
Run 3022: {Accuracy: 1.00, Precision: NaN, Recall: NaN}
Run 3023: {Accuracy: 1.00, Precision: 1.00, Recall: 1.00}
Run 3024: {Accuracy: 0.00, Precision: NaN, Recall: 0.00}
Run 3025: {Accuracy: 1.00, Precision: 1.00, Recall: 1.00}
Run 3026: {Accuracy: 1.00, Precision: NaN, Recall: NaN}
Run 3027: {Accuracy: 0.00, Precision: NaN, Recall: NaN}
Run 3028: {Accuracy: 1.00, Precision: 1.00, Recall: 1.00}
Run 3029: {Accuracy: 1.00, Precision: 1.00, Recall: 1.00}
----------------680/1030----------------

Run 3030: {Accuracy: 1.00, Precision: 1.00, Recall: 1.00}
Run 3031: {Accuracy: 0.00, Precision: 1.00, Recall: 1.00}
Run 3032: {Accuracy: 1.00, Precision: NaN, Recall: NaN}
Run 3033: {Accuracy: 1.00, Precision: 1.00, Recall: 1.00}
Run 3034: {Accuracy: 1.00, Precision: NaN, Recall: NaN}
Run 3035: {Accuracy: 1.00, Precision: NaN, Recall: NaN}
Run 3036: {Accuracy: 1.00, Precision: 1.00, Recall: 1.00}
Run 3037: {Accuracy: 0.00, Precision: NaN, Recall: NaN}
Run 3038: {Accuracy: 1.00, Precision: NaN, Recall: NaN}
Run 3039: {Accuracy: 1.00, Precision: NaN, Recall: NaN}
----------------688/1040----------------

Run 3040: {Accuracy: 1.00, Precision: NaN, Recall: NaN}
Run 3041: {Accuracy: 1.00, Precision: NaN, Recall: NaN}
Run 3042: {Accuracy: 1.00, Precision: NaN, Recall: NaN}
Run 3043: {Accuracy: 1.00, Precision: NaN, Recall: NaN}
Run 3044: {Accuracy: 0.00, Precision: NaN, Recall: 0.00}
Run 3045: {Accuracy: 1.00, Precision: 1.00, Recall: 1.00}
Run 3046: {Accuracy: 1.00, Precision: 1.00, Recall: 1.00}
Run 3047: {Accuracy: 1.00, Precision: 1.00, Recall: 1.00}
Run 3048: {Accuracy: 0.00, Precision: 0.00, Recall: NaN}
Run 3049: {Accuracy: 1.00, Precision: NaN, Recall: NaN}
----------------696/1050----------------

Run 3050: {Accuracy: 1.00, Precision: NaN, Recall: NaN}
Run 3051: {Accuracy: 0.00, Precision: 1.00, Recall: 1.00}
Run 3052: {Accuracy: 0.00, Precision: 0.00, Recall: NaN}
Run 3053: {Accuracy: 1.00, Precision: NaN, Recall: NaN}
Run 3054: {Accuracy: 0.00, Precision: 0.00, Recall: NaN}
Run 3055: {Accuracy: 0.00, Precision: NaN, Recall: NaN}
Run 3056: {Accuracy: 1.00, Precision: NaN, Recall: NaN}
Run 3057: {Accuracy: 0.00, Precision: NaN, Recall: NaN}
Run 3058: {Accuracy: 0.00, Precision: NaN, Recall: NaN}
Run 3059: {Accuracy: 1.00, Precision: 1.00, Recall: 1.00}
----------------700/1060----------------

Run 3060: {Accuracy: 1.00, Precision: 1.00, Recall: 1.00}
Run 3061: {Accuracy: 0.00, Precision: NaN, Recall: NaN}
Run 3062: {Accuracy: 1.00, Precision: NaN, Recall: NaN}
Run 3063: {Accuracy: 1.00, Precision: 1.00, Recall: 1.00}
Run 3064: {Accuracy: 0.00, Precision: 0.00, Recall: NaN}
Run 3065: {Accuracy: 1.00, Precision: NaN, Recall: NaN}
Run 3066: {Accuracy: 1.00, Precision: NaN, Recall: NaN}
Run 3067: {Accuracy: 0.00, Precision: 0.00, Recall: NaN}
Run 3068: {Accuracy: 0.00, Precision: 0.00, Recall: NaN}
Run 3069: {Accuracy: 0.00, Precision: NaN, Recall: NaN}
----------------705/1070----------------

Run 3070: {Accuracy: 1.00, Precision: NaN, Recall: NaN}
Run 3071: {Accuracy: 0.00, Precision: NaN, Recall: NaN}
Run 3072: {Accuracy: 1.00, Precision: 1.00, Recall: 1.00}
Run 3073: {Accuracy: 1.00, Precision: 1.00, Recall: 1.00}
Run 3074: {Accuracy: 1.00, Precision: 1.00, Recall: 1.00}
Run 3075: {Accuracy: 1.00, Precision: NaN, Recall: NaN}
Run 3076: {Accuracy: 1.00, Precision: NaN, Recall: NaN}
Run 3077: {Accuracy: 1.00, Precision: NaN, Recall: NaN}
Run 3078: {Accuracy: 0.00, Precision: 1.00, Recall: 1.00}
Run 3079: {Accuracy: 1.00, Precision: 1.00, Recall: 1.00}
----------------713/1080----------------

Run 3080: {Accuracy: 0.00, Precision: 0.00, Recall: NaN}
Run 3081: {Accuracy: 1.00, Precision: NaN, Recall: NaN}
Run 3082: {Accuracy: 1.00, Precision: NaN, Recall: NaN}
Run 3083: {Accuracy: 0.00, Precision: NaN, Recall: NaN}
Run 3084: {Accuracy: 1.00, Precision: 1.00, Recall: 1.00}
Run 3085: {Accuracy: 1.00, Precision: NaN, Recall: NaN}
Run 3086: {Accuracy: 1.00, Precision: NaN, Recall: NaN}
Run 3087: {Accuracy: 1.00, Precision: 1.00, Recall: 1.00}
Run 3088: {Accuracy: 1.00, Precision: NaN, Recall: NaN}
Run 3089: {Accuracy: 1.00, Precision: NaN, Recall: NaN}
----------------721/1090----------------

Run 3090: {Accuracy: 0.00, Precision: 0.00, Recall: NaN}
Run 3091: {Accuracy: 0.00, Precision: 0.00, Recall: NaN}
Run 3092: {Accuracy: 1.00, Precision: NaN, Recall: NaN}
Run 3093: {Accuracy: 1.00, Precision: NaN, Recall: NaN}
Run 3094: {Accuracy: 1.00, Precision: NaN, Recall: NaN}
Run 3095: {Accuracy: 1.00, Precision: 1.00, Recall: 1.00}
Run 3096: {Accuracy: 0.00, Precision: 0.00, Recall: NaN}
Run 3097: {Accuracy: 1.00, Precision: NaN, Recall: NaN}
Run 3098: {Accuracy: 0.00, Precision: NaN, Recall: 0.00}
Run 3099: {Accuracy: 1.00, Precision: NaN, Recall: NaN}
----------------727/1100----------------

Run 3100: {Accuracy: 1.00, Precision: NaN, Recall: NaN}
Run 3101: {Accuracy: 1.00, Precision: NaN, Recall: NaN}
Run 3102: {Accuracy: 1.00, Precision: NaN, Recall: NaN}
Run 3103: {Accuracy: 1.00, Precision: NaN, Recall: NaN}
Run 3104: {Accuracy: 1.00, Precision: NaN, Recall: NaN}
Run 3105: {Accuracy: 1.00, Precision: 1.00, Recall: 1.00}
Run 3106: {Accuracy: 1.00, Precision: 1.00, Recall: 1.00}
Run 3107: {Accuracy: 0.00, Precision: 0.00, Recall: NaN}
Run 3108: {Accuracy: 1.00, Precision: NaN, Recall: NaN}
Run 3109: {Accuracy: 1.00, Precision: 1.00, Recall: 1.00}
----------------736/1110----------------

Run 3110: {Accuracy: 1.00, Precision: 1.00, Recall: 1.00}
Run 3111: {Accuracy: 0.00, Precision: NaN, Recall: NaN}
Run 3112: {Accuracy: 0.00, Precision: NaN, Recall: NaN}
Run 3113: {Accuracy: 0.00, Precision: NaN, Recall: NaN}
Run 3114: {Accuracy: 1.00, Precision: 1.00, Recall: 1.00}
Run 3115: {Accuracy: 1.00, Precision: 1.00, Recall: 1.00}
Run 3116: {Accuracy: 1.00, Precision: NaN, Recall: NaN}
Run 3117: {Accuracy: 1.00, Precision: NaN, Recall: NaN}
Run 3118: {Accuracy: 1.00, Precision: NaN, Recall: NaN}
Run 3119: {Accuracy: 0.00, Precision: 1.00, Recall: 1.00}
----------------742/1120----------------

Run 3120: {Accuracy: 1.00, Precision: NaN, Recall: NaN}
Run 3121: {Accuracy: 1.00, Precision: 1.00, Recall: 1.00}
Run 3122: {Accuracy: 1.00, Precision: 1.00, Recall: 1.00}
Run 3123: {Accuracy: 1.00, Precision: NaN, Recall: NaN}
Run 3124: {Accuracy: 1.00, Precision: 1.00, Recall: 1.00}
Run 3125: {Accuracy: 1.00, Precision: NaN, Recall: NaN}
Run 3126: {Accuracy: 1.00, Precision: NaN, Recall: NaN}
Run 3127: {Accuracy: 0.00, Precision: NaN, Recall: NaN}
Run 3128: {Accuracy: 0.00, Precision: NaN, Recall: NaN}
Run 3129: {Accuracy: 1.00, Precision: NaN, Recall: NaN}
----------------750/1130----------------

Run 3130: {Accuracy: 1.00, Precision: NaN, Recall: NaN}
Run 3131: {Accuracy: 0.00, Precision: NaN, Recall: 0.00}
Run 3132: {Accuracy: 0.00, Precision: NaN, Recall: NaN}
Run 3133: {Accuracy: 1.00, Precision: NaN, Recall: NaN}
Run 3134: {Accuracy: 1.00, Precision: NaN, Recall: NaN}
Run 3135: {Accuracy: 1.00, Precision: NaN, Recall: NaN}
Run 3136: {Accuracy: 1.00, Precision: NaN, Recall: NaN}
Run 3137: {Accuracy: 1.00, Precision: NaN, Recall: NaN}
Run 3138: {Accuracy: 1.00, Precision: NaN, Recall: NaN}
Run 3139: {Accuracy: 1.00, Precision: 1.00, Recall: 1.00}
----------------758/1140----------------

Run 3140: {Accuracy: 1.00, Precision: 1.00, Recall: 1.00}
Run 3141: {Accuracy: 0.00, Precision: 0.00, Recall: NaN}
Run 3142: {Accuracy: 1.00, Precision: 1.00, Recall: 1.00}
Run 3143: {Accuracy: 0.00, Precision: 0.00, Recall: NaN}
Run 3144: {Accuracy: 1.00, Precision: NaN, Recall: NaN}
Run 3145: {Accuracy: 0.00, Precision: NaN, Recall: NaN}
Run 3146: {Accuracy: 0.00, Precision: NaN, Recall: 0.00}
